"healthy_66"	"healthy_67"	"healthy_68"	"healthy_69"	"healthy_70"	"diseased_71"	"diseased_72"	"diseased_73"	"diseased_74"	"diseased_75"
"NR5A2"	1	3	5	1	0	44	64	88	133	97
"RNU6.609P"	0	0	0	0	0	0	0	0	0	0
"RNU6.716P"	0	0	0	0	0	0	0	0	0	0
"LOC124904853"	0	0	0	0	0	0	0	0	0	0
"LOC105371682"	0	0	0	0	0	0	0	0	0	0
"LOC100422076"	0	0	0	0	0	0	0	0	0	0
"RNU6.778P"	0	0	0	0	0	0	0	0	0	0
"LOC107985114"	0	0	0	0	0	0	0	0	0	0
"LOC107985113"	0	0	0	0	0	0	0	0	0	0
"LOC105371680"	0	0	0	0	0	0	0	0	0	0
"EEF1A1P44"	0	0	0	1	0	0	0	0	1	0
"RPL23AP16"	0	0	0	0	0	0	0	0	0	0
"LINC02789"	0	0	0	0	0	0	0	0	0	0
"LOC107985243"	0	0	0	0	0	0	0	0	0	0
"LINC01221"	0	0	0	0	0	0	0	0	0	0
"LINC01222"	0	0	0	1	0	0	1	0	1	0
"RPS2P9"	0	0	0	0	0	0	0	0	0	0
"MIR181A1"	0	0	0	0	0	0	0	0	0	0
"MIR181B1"	0	3	1	1	1	0	0	1	0	1
"MIR181A1HG"	11	4	1	3	4	9	5	4	12	7
"LOC124904478"	0	0	0	0	0	0	0	0	0	0
"PRR13P1"	0	0	0	0	0	0	0	0	0	0
"NEK7"	1452	1457	1695	1465	908	903	787	721	907	951
"LHX9"	777	656	520	662	516	1936	2256	2793	3363	3362
"C1orf53"	17	10	20	20	9	14	12	13	15	18
"FAM204BP"	1	3	1	0	0	1	1	1	3	0
"RPL24P5"	0	2	0	0	3	2	1	2	1	2
"EEF1A1P32"	0	0	0	0	0	0	0	0	0	0
"DENND1B"	556	629	540	574	365	642	636	664	838	837
"MRPS21P3"	1	0	0	0	1	0	1	0	0	0
"LOC124904477"	0	0	0	1	0	0	0	0	0	0
"LOC127011"	1	0	3	4	1	6	3	0	1	3
"CRB1"	135	176	99	223	107	379	392	373	453	490
"ZBTB41"	1915	2043	2001	2007	1149	2084	2127	2007	2613	2854
"SEPTIN14P12"	0	0	1	2	0	1	1	1	1	0
"ASPM"	1411	1445	1222	1188	976	1573	899	834	821	1211
"CFHR1"	1	6	1	1	1	2	2	6	11	4
"CFHR3"	6	5	5	10	5	1	1	0	0	1
"LINC01724"	0	0	1	1	3	0	0	0	1	2
"LOC105371672"	11	16	9	14	7	6	16	7	11	10
"LOC105371671"	0	1	0	0	0	0	0	0	0	0
"LOC107985458"	0	0	0	0	0	0	0	0	0	0
"RNU6.983P"	0	0	0	0	0	0	0	0	0	0
"LOC105371670"	0	0	0	0	0	0	0	0	0	0
"EEF1A1P14"	10	1	5	5	14	1	2	4	2	2
"LOC107985242"	1	0	0	0	0	0	0	0	0	0
"LOC124904476"	0	0	0	0	0	0	0	0	0	0
"RPL23AP22"	0	0	0	0	0	0	0	0	0	0
"LOC124904676"	0	0	0	0	0	0	0	0	0	0
"LOC124904475"	1	1	1	2	1	1	5	1	3	2
"LINC01031"	2	6	6	5	5	4	0	0	1	3
"B3GALT2"	590	988	473	964	598	997	1631	1387	1868	1626
"MIR1278"	0	0	0	0	0	0	0	0	0	0
"CDC73"	1952	1770	2106	1668	1323	1820	1241	1239	1438	1783
"LOC124904474"	0	0	0	0	0	1	1	0	4	0
"GLRX2"	128	159	172	158	94	183	180	138	200	177
"RO60"	2764	2652	2660	2824	1618	2647	2183	2139	2816	3218
"SCARNA18B"	0	1	0	0	0	0	0	0	0	0
"UCHL5"	1160	1118	1068	1231	872	1378	1432	1345	1782	1644
"ZNF101P2"	1	1	1	0	0	1	1	1	0	4
"RGS2.AS1"	0	0	0	2	1	0	1	3	3	0
"RN7SKP126"	0	0	0	0	0	0	0	0	0	0
"LOC105371667"	0	0	0	2	0	0	0	0	0	0
"LOC105371668"	0	0	0	0	0	0	0	0	0	0
"RGS2"	449	327	418	414	501	654	643	660	763	701
"LOC100130137"	0	0	0	0	0	0	0	0	0	0
"LOC105371665"	0	0	0	1	1	0	0	0	0	0
"MIR4426"	0	0	0	0	0	0	0	0	0	0
"RPS27AP5"	64	51	49	33	104	56	42	24	39	27
"RGS13"	7	8	7	7	6	6	10	6	11	8
"LOC107985241"	0	0	0	0	0	0	0	0	0	0
"RGS1"	1	0	0	0	1	0	0	0	0	0
"LOC105371664"	0	3	1	2	0	0	0	0	0	0
"LOC124904472"	0	0	0	0	0	0	0	1	0	0
"LOC124904473"	0	0	0	0	0	0	0	0	0	0
"RGS21"	0	0	0	0	0	0	0	0	0	0
"LOC647150"	2	3	7	5	7	2	1	5	5	3
"LOC105371662"	1	0	0	0	0	0	0	1	0	0
"RGS18"	0	0	0	1	0	0	0	0	0	0
"LOC105371661"	0	0	0	0	0	0	0	0	0	0
"LINC01680"	0	0	0	0	0	0	0	0	0	0
"HNRNPA1P46"	0	1	0	0	0	0	0	0	0	0
"LINC01720"	0	0	0	0	1	0	0	0	0	0
"BRINP3.DT"	54	63	32	71	43	93	149	128	198	151
"LOC105371658"	0	0	0	0	0	0	0	0	0	0
"LOC105371659"	0	0	0	0	0	0	0	0	0	0
"BRINP3"	191	254	118	268	168	407	650	524	674	636
"LOC647132"	0	0	0	0	0	0	0	0	0	0
"LINC01701"	0	0	1	0	1	0	0	0	0	0
"RNA5SP73"	0	0	0	0	0	0	0	0	0	0
"LOC105371657"	0	0	0	0	0	0	0	0	0	0
"GAPDHP75"	0	0	0	0	0	0	0	0	0	0
"CLPTM1LP1"	0	0	0	0	0	0	0	0	0	0
"LINC01035"	0	0	0	0	0	0	0	0	1	0
"RPS3AP9"	0	0	0	0	0	0	0	0	0	0
"LOC100533732"	1	1	0	0	0	0	2	0	0	0
"LOC100421343"	0	0	0	0	0	0	0	0	0	0
"RN7SKP156"	0	0	0	0	0	0	0	0	0	0
"LOC100129274"	0	0	0	0	0	0	0	0	0	0
"SLC4A1APP2"	0	0	0	0	0	0	0	0	0	0
"LOC100967224"	1	0	0	0	1	0	0	0	0	0
"FDPSP1"	0	1	1	1	0	0	0	1	2	0
"LOC105371656"	0	0	0	0	0	0	0	0	0	0
"LINC01037"	1	4	1	1	1	0	2	1	1	1
"LOC105371655"	0	0	0	0	2	0	0	0	0	0
"LINC01036"	0	5	1	2	0	2	2	2	0	0
"PLA2G4A"	44	55	46	69	31	124	95	87	93	90
"PACERR"	1	2	0	3	2	1	3	0	0	1
"PTGS2"	32	36	33	50	25	59	31	23	30	42
"LOC100131939"	0	0	0	0	0	0	0	0	0	0
"PDC"	0	0	0	0	0	0	0	0	0	0
"PDC.AS1"	15	15	8	13	7	12	23	17	24	17
"ODR4"	1375	1471	1483	1309	1306	1446	1343	1127	1390	1408
"RNU6.1240P"	0	0	0	0	0	0	0	0	0	0
"TPR"	9595	9507	8704	8288	9272	8175	8013	6647	7695	8380
"PRG4"	216	108	132	66	138	208	36	11	29	42
"LOC124904471"	0	0	0	0	0	0	0	0	0	0
"LOC105371654"	0	0	0	0	0	0	0	0	0	0
"HMCN1"	1272	712	2310	542	930	943	528	215	337	583
"GS1.204I12.4"	2	1	2	1	3	2	1	3	0	3
"LINC01350"	0	0	0	0	0	0	0	0	0	0
"LOC107985239"	1	1	0	0	0	0	0	0	0	0
"MCRIP2P2"	0	0	0	0	0	0	0	0	0	0
"RNU7.183P"	0	0	0	0	0	0	0	0	0	0
"GS1.279B7.1"	0	0	0	0	0	0	0	0	0	0
"LOC124904470"	37	28	45	31	34	31	44	44	55	51
"IVNS1ABP"	5904	4559	7011	4147	4600	5036	4257	3367	4095	4492
"LOC100422414"	3	0	1	3	1	3	4	2	3	3
"LOC105371651"	23	26	22	31	25	36	49	21	36	46
"RPL5P5"	5	1	7	2	7	2	0	6	1	1
"RPL22P24"	0	0	0	0	0	0	0	0	0	0
"SWT1"	602	591	528	566	519	590	727	596	795	744
"TRMT1L"	839	909	788	870	606	745	790	710	887	906
"FTH1P25"	0	0	0	0	0	0	0	0	0	0
"RNF2"	1872	1922	1831	1985	1404	1980	2091	2061	2821	2643
"RNA5SP72"	0	0	0	0	0	0	0	0	0	0
"LINC01633"	0	0	0	0	0	0	0	0	0	0
"LOC124904469"	0	0	0	0	0	0	0	0	0	0
"RNU7.13P"	0	0	0	0	0	1	0	0	0	0
"LOC107985238"	0	0	0	0	0	0	0	0	0	0
"NIBAN1"	2021	908	2505	836	1327	1488	665	518	603	868
"LOC105371649"	0	0	0	1	0	0	0	0	0	0
"EDEM3"	1976	2346	1848	2346	1620	2389	2783	2286	3343	3028
"LOC105371648"	0	2	0	0	0	0	0	0	1	0
"LOC124904468"	0	0	0	0	0	0	0	0	0	0
"LOC107985236"	0	0	0	0	0	0	0	1	0	0
"LOC100129573"	0	0	0	0	0	0	0	0	1	0
"C1orf21"	1065	1041	954	1032	1069	1633	2087	2043	2508	2252
"C1orf21.DT"	6	4	2	10	4	8	13	12	18	17
"RN7SL654P"	0	0	0	0	0	0	0	0	0	0
"LOC124904467"	0	0	0	0	0	0	0	0	0	0
"LOC124904466"	0	0	0	0	0	0	0	0	0	0
"LOC102724830"	16	18	17	13	9	19	19	18	17	23
"TSEN15"	1176	1054	1093	1139	934	1196	1131	1183	1538	1378
"COLGALT2"	1109	1227	994	1292	1043	1674	1757	1756	2182	2083
"LOC100420254"	0	0	0	0	0	0	0	0	0	0
"APOBEC4"	2	0	1	0	2	0	0	0	0	0
"RGL1"	2576	3374	2223	3272	2102	1804	1562	1245	1442	1730
"ARPC5"	4879	4572	5392	4478	2999	4683	3826	3700	4448	4477
"LOC100526839"	0	0	0	0	0	0	0	0	0	0
"NCF2"	11	6	23	2	6	2	4	1	1	3
"SMG7"	4450	4497	3988	4229	3879	3820	4950	4463	5491	5424
"SMG7.AS1"	4	3	2	2	4	3	5	3	2	1
"LOC105371646"	0	0	0	0	0	0	0	0	0	0
"RPS3AP8"	0	0	0	0	0	0	0	0	0	0
"NMNAT2"	7283	6710	5725	6426	5693	5279	7146	6707	8709	8111
"LAMC2"	35	17	37	14	18	53	22	26	18	31
"LAMC1.AS1"	0	0	0	0	0	0	0	0	0	0
"LAMC1"	20976	14416	21924	13152	14645	11962	6728	5209	6204	8046
"RNU6.41P"	0	0	0	0	0	0	0	0	0	0
"KRT18P28"	0	0	1	0	1	0	0	0	0	0
"LOC100271717"	0	0	0	0	0	0	0	0	0	0
"RNA5SP71"	0	0	0	0	0	0	0	0	0	0
"HMGN1P4"	3	6	3	10	2	4	4	2	5	8
"SHCBP1L"	0	0	0	0	0	0	0	1	0	0
"DHX9"	9711	9251	9087	9061	8498	10099	9921	9336	11053	11134
"DHX9.AS1"	64	68	46	68	58	95	112	108	174	140
"NPL"	37	46	26	52	27	45	56	44	92	76
"LOC100421471"	0	0	0	0	0	0	0	0	0	0
"LINC01688"	0	0	0	0	0	0	0	0	0	0
"RGS8"	1149	1117	998	1242	1058	882	1321	1147	1504	1358
"LINC01686"	18	15	11	11	8	5	6	4	6	2
"RGS16"	228	123	162	175	174	113	147	126	164	160
"RNASEL"	293	385	253	364	266	139	152	111	154	156
"RGSL1"	0	0	1	0	0	1	0	0	0	0
"TEDDM2P"	0	0	0	0	0	0	0	0	0	0
"LINC00272"	0	0	0	0	2	1	0	1	0	0
"TEDDM1"	0	0	0	0	0	0	0	0	0	0
"GLUL"	5987	6136	6266	6242	4946	5607	5503	4580	5396	6128
"EIF1P3"	6	1	2	1	3	2	0	2	1	0
"RPL18P2"	0	0	0	0	0	0	0	0	0	0
"RNU6.152P"	0	0	0	0	0	0	0	0	0	0
"LINC01344"	0	0	1	0	0	0	0	0	1	0
"YPEL5P1"	0	0	0	0	0	0	0	0	0	0
"LOC105371642"	0	0	0	0	0	0	0	0	1	0
"ZNF648"	2	4	1	4	2	2	1	2	0	1
"LOC105371640"	0	0	0	0	0	0	0	0	0	0
"RN7SKP229"	0	0	0	0	0	0	0	0	0	0
"RNA5SP70"	0	0	0	0	0	0	0	0	0	0
"LOC107985232"	0	1	2	1	1	2	1	0	0	1
"CACNA1E"	932	1041	559	1122	794	1217	2209	1831	2484	2278
"LOC107985454"	0	0	0	0	0	0	0	0	0	0
"LINC01699"	0	0	0	1	0	1	0	0	0	0
"LINC01732"	0	0	0	0	1	1	0	3	2	0
"IER5"	1233	903	1348	972	818	1003	674	598	678	842
"LOC124904465"	0	1	0	1	1	0	0	0	0	1
"MR1"	68	99	128	64	67	26	15	15	11	23
"STX6"	1921	1938	2011	1963	1452	1987	1977	1688	2199	2252
"MR1P1"	0	0	1	1	0	2	1	1	0	3
"KIAA1614.AS1"	35	38	24	37	31	33	34	22	40	36
"LOC107985231"	4	3	2	1	1	5	7	4	3	6
"KIAA1614"	94	116	69	134	65	25	30	27	22	25
"LOC124904464"	6	17	9	12	10	11	15	7	9	7
"LOC124904687"	0	0	0	0	0	0	0	0	0	0
"XPR1"	12959	14378	12454	13966	10301	20121	25055	22761	31775	28051
"LOC124904658"	0	0	0	0	0	0	0	0	0	0
"OVAAL"	1	0	0	0	0	2	0	0	1	0
"MIR3121"	0	0	0	0	0	0	0	0	0	0
"VDAC1P4"	2	0	1	2	2	2	0	0	2	0
"LOC105371637"	3	3	1	0	6	2	9	3	2	3
"LOC124904702"	0	0	0	0	0	0	0	0	0	0
"LHX4.AS1"	0	0	0	0	0	0	0	0	0	0
"ACBD6"	1442	1204	1340	1212	1260	1400	1389	1244	1486	1598
"LHX4"	0	1	3	3	1	2	2	4	6	3
"QSOX1"	2024	1560	2327	1681	1215	1451	1163	941	1113	1407
"LOC105371636"	3	3	1	1	1	1	10	4	12	4
"RPS24P5"	0	0	0	0	0	0	0	0	0	0
"RPSAP16"	0	0	1	0	0	1	0	0	0	0
"CEP350"	2583	2761	2595	2566	2200	2825	3230	2700	3360	3465
"LOC101928933"	1	0	1	1	0	1	1	0	0	1
"RN7SL230P"	1	0	0	0	0	0	0	0	1	0
"TOR1AIP1"	2294	2408	2449	2155	1611	1608	1107	937	1085	1397
"TOR1AIP2"	2233	2205	2520	2254	1781	2022	1738	1564	1972	2062
"LOC124904463"	0	0	0	0	0	0	1	1	0	1
"LINC02818"	1	1	0	1	1	4	3	1	2	3
"LOC105371634"	0	0	0	0	0	0	0	0	0	0
"MIR12116"	0	0	0	0	0	0	0	0	0	0
"FAM163A"	4	6	8	7	2	16	28	25	36	17
"LOC105371635"	0	0	0	0	0	0	0	0	0	0
"TDRD5"	0	0	1	0	0	0	2	1	1	0
"LOC126860"	0	0	0	0	0	1	1	1	0	0
"RNU5F.2P"	0	0	0	0	0	0	0	0	0	0
"NPHS2"	0	0	0	0	0	0	0	0	0	0
"HNRNPA1P54"	2	2	0	2	1	1	2	0	1	0
"MEF2AP1"	0	0	1	0	0	0	0	1	0	0
"AXDND1"	19	14	25	16	16	10	17	15	17	10
"LOC100420262"	0	0	0	0	0	0	0	0	0	0
"SOAT1"	895	1044	962	953	640	978	898	736	956	1012
"RPL39P11"	0	0	0	0	0	0	0	0	0	0
"COX5BP8"	0	0	0	0	0	0	0	0	0	0
"LOC100499223"	0	0	0	0	0	1	0	0	0	0
"EIF4A1P11"	0	0	0	0	0	1	0	0	0	0
"LOC124900429"	0	0	0	0	0	0	0	0	0	0
"LOC124900432"	0	0	0	0	0	0	0	0	0	0
"SETP10"	0	0	0	1	0	0	0	1	0	0
"ABL2"	1696	1545	1786	1373	1253	1921	1895	1596	2102	2228
"TOR3A"	721	527	679	584	535	559	404	430	482	568
"RPS26P16"	0	0	0	0	0	0	0	0	0	0
"FAM20B"	3524	3442	3916	3494	2818	3899	3996	3343	4260	4383
"LOC102724754"	0	0	0	1	0	0	0	0	0	0
"ANGPTL1"	46	86	45	93	43	55	72	72	84	55
"LOC124904462"	0	0	0	0	0	0	0	0	0	0
"PTPN2P1"	5	2	0	1	3	0	0	0	0	0
"RALGPS2"	3290	3005	3634	2815	2271	3737	2871	3087	3528	3968
"LOC124904461"	35	31	32	23	30	33	28	27	27	27
"TRUND.NNN7.1"	0	0	0	0	0	0	0	0	0	0
"MIR4424"	0	0	0	0	0	0	0	0	0	0
"RNA5SP69"	0	0	0	0	0	0	0	0	0	0
"LOC105371632"	83	64	59	75	59	72	49	56	58	69
"C1orf220"	52	53	34	47	43	71	90	82	97	100
"LOC124904460"	1	3	5	7	0	6	6	3	3	6
"LOC105371631"	0	0	0	0	0	0	0	0	0	0
"TEX35"	0	0	0	1	0	0	0	0	0	0
"LOC101928866"	0	0	0	0	0	0	0	0	0	0
"CLEC20A"	0	0	0	0	0	0	0	0	0	0
"RPS14P2"	299	263	334	294	238	198	145	141	184	172
"LOC105371629"	36	31	16	45	24	29	49	31	49	41
"LOC105371630"	8	25	4	9	2	11	14	13	19	23
"RASAL2"	3015	3368	2439	3198	2588	3781	5311	4715	5875	5606
"RASAL2.AS1"	23	30	23	20	26	19	21	27	34	40
"LOC124904459"	0	0	2	0	0	0	0	0	0	1
"CRYZL2P"	7	17	10	19	4	10	5	2	4	3
"SEC16B"	0	0	0	0	0	0	0	0	0	0
"CRYZL2P.SEC16B"	0	0	0	2	0	0	0	1	0	0
"LINC01741"	0	0	0	0	0	0	0	0	0	0
"LINC01645"	0	0	0	0	0	0	0	0	0	0
"LOC105371625"	0	0	0	0	0	0	0	0	0	0
"BRINP2"	308	399	251	428	209	458	844	699	855	785
"MIR488"	0	0	0	0	0	0	0	0	0	0
"ASTN1"	1501	1844	1005	2018	1287	2885	4538	4199	5353	5093
"PTP4A1P7"	0	0	1	0	1	2	0	0	1	0
"PAPPA2"	189	149	273	157	165	161	139	74	99	133
"MORF4L1P7"	0	0	0	0	0	0	0	0	0	0
"LOC100129734"	0	1	1	3	2	4	4	1	7	0
"RNU2.12P"	0	0	0	0	0	0	0	0	0	0
"RPL13P7"	0	0	0	0	0	0	0	0	0	0
"LOC124904756"	0	1	0	0	0	0	0	1	0	0
"SCARNA3"	0	0	0	0	0	0	0	0	0	0
"MIR1843"	0	0	0	0	0	0	0	0	0	0
"COP1"	1903	1859	1971	2025	1785	2174	2416	2127	3059	2554
"RPS29P5"	1	2	0	1	1	0	0	1	1	1
"LINC02803"	20	26	11	25	21	44	44	49	61	58
"LINC01657"	0	0	0	0	0	0	0	0	0	0
"LOC124904458"	5	6	3	10	6	14	9	19	14	17
"TNR"	233	299	234	275	256	645	679	892	950	981
"RPS29P4"	0	0	0	0	0	0	0	0	0	0
"LOC105371623"	0	0	0	0	0	0	0	0	0	0
"KIAA0040"	61	23	79	16	42	89	29	12	5	27
"TNN"	39	30	20	48	20	27	28	34	59	43
"ENTR1P2"	0	0	2	2	0	0	0	0	2	0
"MRPS14"	1095	1098	1096	1083	1018	1085	1051	930	1177	1174
"CACYBP"	2053	2084	2069	2048	1851	2262	2044	1831	2293	2340
"LOC105371622"	4	2	7	6	3	4	6	6	7	9
"RNU6.307P"	0	0	0	0	0	1	1	0	1	0
"RABGAP1L.AS1"	1	0	0	0	0	0	0	0	0	0
"RPS26P12"	0	0	0	0	0	0	0	0	0	0
"NDUFAF4P4"	0	1	1	0	1	0	1	0	0	0
"BANF1P4"	1	0	0	0	0	0	0	0	0	0
"GPR52"	11	26	7	19	14	9	18	20	25	24
"LOC100302291"	0	2	0	0	0	0	0	0	0	0
"LOC124904825"	0	0	0	0	0	0	0	0	0	0
"RABGAP1L"	1588	1765	1418	1922	1479	2044	2902	2589	3520	3222
"RABGAP1L.DT"	0	3	0	2	0	1	4	2	0	3
"RNU7.78P"	0	0	0	0	0	0	0	0	0	0
"RPL30P1"	0	0	0	0	0	0	0	0	0	0
"RC3H1.DT"	2	4	2	2	5	0	0	0	2	2
"RNA5SP68"	0	0	0	0	0	0	0	0	0	0
"RC3H1"	1497	1426	1351	1462	942	1513	1524	1394	1820	1870
"RNA5SP67"	0	0	0	0	0	0	0	0	0	0
"LOC124904457"	0	0	0	1	0	0	0	0	2	1
"SERPINC1"	3	4	2	3	6	1	3	2	3	4
"ZBTB37"	1675	1710	1402	1585	1150	1503	1876	1871	2316	2319
"SNORD74"	4	5	3	10	4	0	2	0	0	1
"SNORD75"	0	0	1	0	1	2	0	0	1	2
"SNORD76"	31	24	21	22	34	21	19	7	18	15
"SNORD77"	6	8	5	10	7	5	2	5	2	6
"SNORA103"	9	5	2	1	5	7	4	6	5	4
"SNORD44"	21	27	26	27	22	26	15	10	6	14
"SNORD78"	10	7	12	6	11	8	12	5	13	6
"SNORD79"	24	22	21	29	4	22	17	13	20	20
"SNORD80"	51	54	37	55	29	43	34	34	44	36
"SNORD47"	94	78	62	75	23	44	33	48	79	59
"SNORD81"	7	17	18	17	4	16	11	13	15	10
"GAS5"	3253	2990	2913	3207	2818	1855	1796	1793	2272	1877
"GAS5.AS1"	32	22	26	19	25	40	32	29	37	37
"DARS2"	892	866	833	827	717	883	652	637	681	842
"CENPL"	213	190	198	190	139	173	132	156	169	210
"RN7SKP160"	1	0	0	4	1	3	4	3	3	5
"RPS27P7"	1	3	7	3	7	3	2	0	0	1
"KLHL20"	817	839	728	833	587	717	753	649	767	799
"LOC124904822"	0	0	0	0	0	0	0	0	0	0
"LOC105371619"	15	7	9	3	4	24	17	11	26	6
"TEX50"	0	0	0	0	0	0	0	0	0	0
"ANKRD45"	436	305	415	270	349	484	318	350	390	432
"SLC9C2"	20	11	14	17	20	22	22	25	22	36
"LOC124904456"	0	0	0	0	0	0	0	1	0	1
"PRDX6"	5478	3909	6065	3892	3739	4209	2531	2548	2618	3374
"PRDX6.AS1"	14	9	13	19	15	10	13	13	19	13
"LOC646870"	0	0	0	1	0	0	0	0	1	0
"RPL26P11"	0	0	0	0	0	0	0	0	0	0
"LOC124904846"	0	0	0	0	0	0	0	0	0	0
"LOC100506023"	10	20	20	21	20	8	19	18	19	19
"TNFSF4"	51	37	56	49	40	60	43	33	44	49
"GOT2P2"	1	3	3	0	0	1	1	0	1	0
"TNFSF18"	10	15	5	18	4	4	6	3	1	4
"AIMP1P2"	0	0	0	0	0	0	0	0	0	0
"LOC105371618"	0	0	0	0	0	0	0	0	0	0
"LOC107985225"	0	0	0	0	0	0	0	0	0	0
"SLC25A38P1"	1	0	1	0	0	0	1	0	0	0
"FASLG"	0	0	0	0	0	0	0	0	0	0
"RNU6.693P"	0	0	0	0	0	0	0	0	0	0
"SUCO"	5268	5154	5541	5019	4417	6351	5142	4560	5699	6252
"PIGC"	901	840	960	946	776	892	915	823	1140	1046
"C1orf105"	0	0	0	0	0	0	3	1	0	1
"LOC102724528"	108	100	95	93	76	89	73	79	100	114
"RNU6.157P"	0	0	0	0	0	0	0	0	0	0
"MIR199A2"	0	0	0	0	0	0	0	0	0	0
"MIR3120"	0	1	0	0	0	0	0	1	0	0
"MIR214"	0	0	0	0	0	0	0	0	0	0
"DNM3OS"	666	612	346	523	411	155	120	83	135	153
"DNM3.IT1"	0	0	0	0	0	0	0	0	1	0
"DNM3"	1368	1851	1127	1839	1039	2268	3226	3036	4071	4017
"RPLP1P3"	0	0	0	0	0	0	0	0	0	0
"RPS15P3"	1	8	5	6	3	6	9	5	9	6
"METTL13"	808	833	776	839	681	709	717	629	752	838
"LOC124900454"	0	0	0	0	0	0	0	0	0	0
"LOC391136"	0	0	1	0	0	4	0	0	1	0
"LOC100422549"	0	0	0	0	0	0	0	0	0	0
"LOC100422548"	0	0	0	0	0	0	0	0	0	0
"VAMP4"	990	944	928	1041	541	957	837	870	1117	1180
"RPL4P3"	1	2	3	4	7	1	2	2	1	1
"PFN1P1"	9	4	7	3	10	4	3	1	1	5
"MYOC"	0	0	0	0	0	0	0	0	0	0
"MYOCOS"	0	0	0	0	0	0	0	1	0	0
"LOC124904697"	0	0	0	0	0	0	0	0	0	0
"RN7SL425P"	0	1	0	0	0	0	0	0	0	0
"PRRC2C"	10291	10507	9454	9397	9573	9869	10302	8655	10887	11261
"LOC124904828"	0	0	0	0	0	0	0	0	0	0
"CYCSP53"	0	0	0	0	0	0	0	0	0	0
"RNU6.290P"	0	0	0	0	0	0	0	0	0	0
"GM2AP2"	0	0	0	0	0	0	0	0	1	0
"SRP14P4"	0	0	0	0	0	0	0	0	0	0
"TOP1P1"	2	3	3	2	0	2	0	1	3	1
"FMO4"	91	87	79	78	68	35	45	23	22	47
"HMGB1P11"	0	2	0	0	0	0	1	0	0	0
"FMO1"	280	180	306	167	183	56	30	31	28	48
"LOC124900413"	0	0	2	2	0	0	0	0	0	0
"FMO2"	7	8	2	3	2	3	1	0	2	0
"FMO6P"	1	0	0	0	1	0	0	0	0	0
"LOC105371611"	2	0	2	2	3	0	1	0	0	0
"MIR1295B"	0	0	0	0	0	0	0	0	0	0
"MIR1295A"	0	0	0	0	0	0	0	0	0	0
"FMO3"	2	4	0	1	0	1	1	0	0	0
"LOC646804"	0	0	0	0	0	0	0	0	0	0
"MROH9"	0	0	0	0	0	0	1	0	1	1
"LOC124904455"	0	0	0	0	0	0	0	0	0	0
"LOC124904454"	0	1	3	1	0	0	3	0	1	0
"PRRX1"	5441	5810	5929	5592	4226	2006	1255	759	930	1370
"LOC105371610"	1	0	1	0	0	0	0	0	0	1
"LOC124904453"	2	0	1	0	1	2	0	0	1	1
"GORAB"	949	809	798	801	603	549	446	486	513	549
"GORAB.AS1"	5	5	8	0	3	1	0	1	2	1
"HAUS4P1"	0	0	0	0	0	0	0	0	0	0
"LINC01142"	4	9	3	5	1	2	0	3	0	1
"ISCUP1"	0	0	0	0	0	0	0	0	0	0
"LINC01681"	0	1	0	0	0	0	0	0	0	0
"MIR3119.2"	0	0	0	0	0	0	0	0	0	0
"MIR3119.1"	0	0	0	0	0	0	0	0	0	0
"NTMT2"	21	19	18	16	8	23	45	41	57	35
"SIGLEC30P"	0	0	0	0	0	0	0	0	0	0
"MRPS10P1"	0	0	0	0	0	0	0	0	0	0
"RN7SL269P"	2	0	1	2	0	1	5	1	0	4
"KIFAP3"	4853	5722	4539	5734	4513	7138	9461	8493	11406	9560
"RN7SL333P"	3	2	3	3	3	1	2	0	2	4
"SCYL3"	698	754	677	765	633	687	779	739	968	891
"METTL18"	312	319	305	341	220	309	277	262	306	287
"C1orf112"	365	402	328	396	282	367	316	297	349	342
"LOC101928628"	0	0	0	0	0	0	0	0	0	0
"SELE"	9	13	6	7	5	1	0	0	1	3
"SELL"	7	13	6	8	10	5	3	5	1	5
"LOC107985745"	0	0	0	0	0	0	0	0	0	0
"SELP"	0	0	0	2	0	0	1	2	2	0
"F5"	31	20	29	16	33	46	57	75	94	81
"SLC19A2"	679	602	774	549	421	707	520	468	598	658
"CCDC181"	375	348	467	338	392	444	365	337	439	432
"BLZF1"	929	1013	1018	900	801	743	612	544	630	676
"NME7"	910	734	979	735	784	901	728	636	789	845
"ATP1B1"	5274	3814	6486	4065	3490	6029	5226	4756	6270	6609
"LOC101928596"	0	0	0	0	0	0	0	0	0	0
"RNA5SP66"	0	0	0	0	0	0	0	0	0	0
"RPL29P7"	0	0	0	0	0	0	0	0	0	0
"LINC00970"	0	0	0	0	0	1	0	0	1	0
"SUMO1P2"	0	0	1	1	0	1	1	0	0	0
"LOC105371606"	0	0	0	0	0	0	0	0	0	1
"LINC00626"	1	0	0	1	0	0	0	0	0	1
"LOC124904452"	0	1	0	1	1	0	1	0	0	0
"DPT"	5	9	1	9	6	2	4	5	2	1
"LOC105371604"	0	0	0	0	0	0	0	0	0	0
"RPL7AP21"	0	0	0	0	0	0	0	0	0	0
"XCL1"	0	2	1	1	0	0	1	2	1	0
"RPL7AP19"	0	0	0	0	0	0	0	0	0	0
"XCL2"	0	0	0	0	0	0	0	0	0	0
"LOC101928565"	0	0	0	0	0	0	0	0	0	0
"QRSL1P1"	0	0	0	1	1	1	0	0	0	0
"LOC100505918"	0	0	0	0	0	0	0	0	0	0
